filename,value,digits,length,width,height,box
87274.png,1,[1],1,62,33,"[24, 7, 37, 17]"
87275.png,759,"[7, 5, 9]",3,150,98,"[39, 30, 103, 65]"
87276.png,137,"[1, 3, 7]",3,217,196,"[52, 94, 142, 139]"
87277.png,40,"[4, 0]",2,64,49,"[5, 4, 50, 44]"
87278.png,94,"[9, 4]",2,106,43,"[37, 8, 70, 38]"
87279.png,5,[5],1,143,63,"[80, 8, 116, 58]"
87280.png,224,"[2, 2, 4]",3,95,65,"[10, 9, 75, 52]"
87281.png,346,"[3, 4, 6]",3,93,51,"[8, 7, 71, 42]"
87282.png,1377,"[1, 3, 7, 7]",4,85,62,"[10, 15, 63, 47]"
87283.png,160,"[1, 6, 0]",3,80,75,"[15, 22, 53, 60]"
87284.png,94,"[9, 4]",2,59,39,"[18, 6, 43, 43]"
87285.png,42,"[4, 2]",2,84,63,"[12, 10, 57, 54]"
87286.png,94,"[9, 4]",2,261,75,"[145, 14, 197, 62]"
87287.png,100,"[1, 0, 0]",3,73,45,"[13, 8, 56, 37]"
87288.png,800,"[8, 0, 0]",3,268,142,"[43, 26, 150, 115]"
87289.png,350,"[3, 5, 0]",3,93,63,"[9, 7, 75, 57]"
87290.png,95,"[9, 5]",2,74,56,"[16, 10, 58, 50]"
87291.png,80,"[8, 0]",2,103,83,"[19, 11, 76, 75]"
87292.png,93,"[9, 3]",2,61,68,"[10, 13, 51, 57]"
87293.png,5626,"[5, 6, 2, 6]",4,138,56,"[10, 5, 113, 55]"
87294.png,300,"[3, 0, 0]",3,150,70,"[12, 3, 112, 60]"
87295.png,4250,"[4, 2, 5, 0]",4,108,43,"[8, 3, 85, 38]"
87296.png,14,"[1, 4]",2,56,26,"[19, 4, 38, 21]"
87297.png,23,"[2, 3]",2,218,54,"[135, 19, 173, 44]"
87298.png,300,"[3, 0, 0]",3,82,49,"[9, 10, 64, 40]"
87299.png,47,"[4, 7]",2,45,41,"[10, 5, 33, 37]"
87300.png,281,"[2, 8, 1]",3,62,51,"[12, 15, 46, 39]"
87301.png,748,"[7, 4, 8]",3,75,51,"[14, 5, 52, 46]"
87302.png,326,"[3, 2, 6]",3,106,62,"[13, 6, 79, 56]"
87303.png,59,"[5, 9]",2,79,30,"[27, 6, 51, 25]"
87304.png,221,"[2, 2, 1]",3,77,49,"[10, 2, 58, 50]"
87305.png,183,"[1, 8, 3]",3,75,50,"[14, 11, 57, 42]"
87306.png,141,"[1, 4, 1]",3,54,36,"[10, 6, 46, 31]"
87307.png,2,[2],1,36,35,"[8, 6, 25, 26]"
87308.png,560,"[5, 6, 0]",3,83,37,"[5, 1, 65, 35]"
87309.png,255,"[2, 5, 5]",3,152,77,"[18, 2, 114, 67]"
87310.png,206,"[2, 0, 6]",3,103,41,"[36, 7, 72, 33]"
87311.png,280,"[2, 8, 0]",3,140,61,"[24, 8, 99, 51]"
87312.png,692,"[6, 9, 2]",3,98,54,"[17, 4, 71, 42]"
87313.png,248,"[2, 4, 8]",3,80,56,"[6, 11, 60, 45]"
87314.png,240,"[2, 4, 0]",3,49,33,"[8, 7, 34, 27]"
87315.png,42,"[4, 2]",2,99,76,"[13, 11, 76, 69]"
87316.png,1764,"[1, 7, 6, 4]",4,64,46,"[9, 11, 47, 38]"
87317.png,106,"[1, 0, 6]",3,101,50,"[10, 3, 76, 51]"
87318.png,226,"[2, 2, 6]",3,146,61,"[18, 3, 114, 60]"
87319.png,236,"[2, 3, 6]",3,111,81,"[23, 16, 85, 63]"
87320.png,7,[7],1,65,35,"[28, 10, 38, 29]"
87321.png,35,"[3, 5]",2,111,70,"[30, 11, 67, 52]"
87322.png,60,"[6, 0]",2,68,56,"[8, 5, 53, 49]"
87323.png,197,"[1, 9, 7]",3,95,65,"[18, 13, 69, 51]"
87324.png,153,"[1, 5, 3]",3,133,89,"[14, 1, 106, 82]"
87325.png,123,"[1, 2, 3]",3,110,103,"[12, 11, 82, 93]"
87326.png,262,"[2, 6, 2]",3,73,50,"[11, 10, 53, 39]"
87327.png,66,"[6, 6]",2,102,43,"[30, 7, 70, 40]"
87328.png,582,"[5, 8, 2]",3,57,40,"[9, 9, 46, 34]"
87329.png,28,"[2, 8]",2,122,51,"[46, 11, 78, 42]"
87330.png,289,"[2, 8, 9]",3,135,63,"[16, 1, 86, 55]"
87331.png,20,"[2, 0]",2,83,36,"[27, 7, 54, 30]"
87332.png,330,"[3, 3, 0]",3,71,55,"[14, 17, 47, 41]"
87333.png,248,"[2, 4, 8]",3,57,41,"[10, 9, 39, 32]"
87334.png,40,"[4, 0]",2,60,42,"[9, 3, 47, 38]"
87335.png,3,[3],1,107,57,"[47, 10, 63, 45]"
87336.png,297,"[2, 9, 7]",3,62,28,"[9, 0, 44, 26]"
87337.png,804,"[8, 0, 4]",3,67,42,"[8, 8, 49, 33]"
87338.png,28,"[2, 8]",2,78,48,"[14, 13, 52, 41]"
87339.png,253,"[2, 5, 3]",3,98,45,"[14, 3, 76, 38]"
87340.png,13,"[1, 3]",2,142,49,"[39, 7, 60, 33]"
87341.png,207,"[2, 0, 7]",3,55,35,"[4, 5, 43, 32]"
87342.png,235,"[2, 3, 5]",3,69,50,"[11, 10, 51, 41]"
87343.png,167,"[1, 6, 7]",3,103,57,"[27, 9, 60, 46]"
87344.png,127,"[1, 2, 7]",3,80,58,"[16, 11, 58, 41]"
87345.png,84,"[8, 4]",2,151,111,"[35, 23, 103, 78]"
87346.png,281,"[2, 8, 1]",3,242,110,"[25, 11, 191, 98]"
87347.png,232,"[2, 3, 2]",3,161,75,"[20, 6, 110, 65]"
87348.png,240,"[2, 4, 0]",3,64,41,"[10, 4, 48, 34]"
87349.png,723,"[7, 2, 3]",3,187,117,"[24, 18, 148, 97]"
87350.png,99,"[9, 9]",2,100,36,"[38, 11, 64, 30]"
87351.png,25,"[2, 5]",2,76,47,"[5, 4, 55, 45]"
87352.png,50,"[5, 0]",2,113,57,"[32, 2, 79, 49]"
87353.png,136,"[1, 3, 6]",3,103,57,"[9, 9, 74, 48]"
87354.png,20,"[2, 0]",2,118,64,"[17, 2, 90, 59]"
87355.png,242,"[2, 4, 2]",3,175,79,"[21, 3, 120, 78]"
87356.png,34,"[3, 4]",2,66,44,"[14, 8, 39, 36]"
87357.png,75,"[7, 5]",2,57,37,"[9, 2, 41, 30]"
87358.png,108,"[1, 0, 8]",3,114,78,"[26, 18, 83, 57]"
87359.png,360,"[3, 6, 0]",3,65,46,"[12, 9, 50, 37]"
87360.png,16,"[1, 6]",2,67,62,"[7, 7, 48, 57]"
87361.png,183,"[1, 8, 3]",3,74,36,"[5, 7, 60, 35]"
87362.png,222,"[2, 2, 2]",3,77,44,"[5, 6, 60, 41]"
87363.png,1050,"[1, 0, 5, 0]",4,78,43,"[13, 5, 62, 39]"
87364.png,1189,"[1, 1, 8, 9]",4,90,47,"[15, 6, 61, 42]"
87365.png,715,"[7, 1, 5]",3,66,43,"[3, 7, 54, 35]"
87366.png,39,"[3, 9]",2,54,26,"[17, 3, 39, 23]"
87367.png,437,"[4, 3, 7]",3,94,65,"[14, 6, 72, 51]"
87368.png,200,"[2, 0, 0]",3,64,50,"[8, 7, 41, 45]"
87369.png,109,"[1, 0, 9]",3,94,83,"[20, 21, 54, 59]"
87370.png,590,"[5, 9, 0]",3,66,35,"[6, 1, 50, 33]"
87371.png,235,"[2, 3, 5]",3,126,89,"[13, 7, 110, 84]"
87372.png,29,"[2, 9]",2,107,103,"[15, 15, 79, 87]"
87373.png,31,"[3, 1]",2,115,83,"[19, 1, 81, 75]"
87374.png,236,"[2, 3, 6]",3,145,92,"[13, 1, 112, 70]"
87375.png,345,"[3, 4, 5]",3,53,36,"[9, 3, 41, 30]"
87376.png,135,"[1, 3, 5]",3,120,68,"[11, 5, 88, 62]"
87377.png,75,"[7, 5]",2,83,36,"[27, 1, 50, 25]"
87378.png,20,"[2, 0]",2,86,37,"[31, 7, 56, 28]"
87379.png,175,"[1, 7, 5]",3,161,106,"[13, 13, 126, 93]"
87380.png,1694,"[1, 6, 9, 4]",4,129,77,"[13, 11, 95, 64]"
87381.png,921,"[9, 2, 1]",3,62,51,"[7, 9, 46, 45]"
87382.png,12,"[1, 2]",2,36,32,"[4, 6, 28, 31]"
87383.png,92,"[9, 2]",2,89,41,"[32, 8, 61, 35]"
87384.png,401,"[4, 0, 1]",3,70,54,"[6, 7, 56, 43]"
87385.png,120,"[1, 2, 0]",3,41,25,"[3, 2, 32, 26]"
87386.png,915,"[9, 1, 5]",3,95,41,"[8, 5, 72, 38]"
87387.png,1219,"[1, 2, 1, 9]",4,59,76,"[4, 21, 47, 60]"
87388.png,214,"[2, 1, 4]",3,50,35,"[5, 5, 37, 30]"
87389.png,52,"[5, 2]",2,54,44,"[5, 7, 30, 37]"
87390.png,1587,"[1, 5, 8, 7]",4,178,128,"[28, 14, 175, 114]"
87391.png,871,"[8, 7, 1]",3,107,85,"[6, 14, 91, 74]"
87392.png,91,"[9, 1]",2,46,21,"[14, 1, 35, 20]"
87393.png,525,"[5, 2, 5]",3,30,20,"[1, 2, 29, 20]"
87394.png,229,"[2, 2, 9]",3,89,50,"[13, 12, 68, 39]"
87395.png,20,"[2, 0]",2,88,62,"[7, 3, 79, 56]"
87396.png,141,"[1, 4, 1]",3,137,73,"[20, 6, 101, 61]"
87397.png,243,"[2, 4, 3]",3,64,43,"[9, 6, 41, 34]"
87398.png,235,"[2, 3, 5]",3,67,48,"[14, 15, 49, 41]"
87399.png,442,"[4, 4, 2]",3,71,45,"[7, 5, 58, 43]"
87400.png,19,"[1, 9]",2,80,80,"[-1, 3, 67, 73]"
87401.png,174,"[1, 7, 4]",3,92,44,"[14, 3, 63, 39]"
87402.png,90,"[9, 0]",2,55,30,"[5, 3, 43, 27]"
87403.png,38,"[3, 8]",2,126,55,"[44, 9, 84, 42]"
87404.png,164,"[1, 6, 4]",3,122,93,"[15, 11, 90, 75]"
87405.png,7,[7],1,103,63,"[9, 11, 36, 51]"
87406.png,250,"[2, 5, 0]",3,104,87,"[22, 28, 74, 64]"
87407.png,151,"[1, 5, 1]",3,149,98,"[18, 7, 110, 86]"
87408.png,274,"[2, 7, 4]",3,104,61,"[36, 1, 87, 58]"
87409.png,76,"[7, 6]",2,74,70,"[0, 5, 62, 65]"
87410.png,84,"[8, 4]",2,82,49,"[13, 7, 52, 42]"
87411.png,1205,"[1, 2, 0, 5]",4,121,63,"[18, 11, 89, 53]"
87412.png,120,"[1, 2, 0]",3,143,118,"[19, 23, 109, 98]"
87413.png,36,"[3, 6]",2,93,58,"[12, 5, 68, 54]"
87414.png,944,"[9, 4, 4]",3,98,54,"[9, 11, 75, 46]"
87415.png,358,"[3, 5, 8]",3,92,44,"[8, 5, 65, 38]"
87416.png,299,"[2, 9, 9]",3,64,30,"[9, 4, 44, 26]"
87417.png,80,"[8, 0]",2,117,68,"[19, 1, 90, 68]"
87418.png,107,"[1, 0, 7]",3,170,76,"[37, 13, 109, 71]"
87419.png,231,"[2, 3, 1]",3,108,64,"[12, 6, 74, 56]"
87420.png,31,"[3, 1]",2,33,33,"[3, 2, 25, 31]"
87421.png,20,"[2, 0]",2,49,22,"[18, 4, 33, 20]"
87422.png,46,"[4, 6]",2,50,22,"[17, 4, 35, 20]"
87423.png,65,"[6, 5]",2,93,55,"[16, 3, 74, 52]"
87424.png,35,"[3, 5]",2,97,76,"[17, 4, 74, 67]"
87425.png,400,"[4, 0, 0]",3,63,43,"[10, 5, 44, 37]"
87426.png,650,"[6, 5, 0]",3,56,43,"[5, 5, 46, 37]"
87427.png,170,"[1, 7, 0]",3,51,28,"[10, 6, 33, 26]"
87428.png,246,"[2, 4, 6]",3,85,37,"[7, 1, 67, 33]"
87429.png,63,"[6, 3]",2,42,28,"[6, 3, 31, 24]"
87430.png,3936,"[3, 9, 3, 6]",4,55,36,"[6, 6, 44, 29]"
87431.png,12,"[1, 2]",2,124,106,"[23, 20, 86, 92]"
87432.png,71,"[7, 1]",2,101,97,"[25, 9, 86, 91]"
87433.png,153,"[1, 5, 3]",3,85,49,"[11, 8, 63, 39]"
87434.png,69,"[6, 9]",2,48,29,"[10, 3, 34, 26]"
87435.png,110,"[1, 1, 0]",3,97,56,"[18, 10, 63, 48]"
87436.png,20,"[2, 0]",2,85,35,"[32, 7, 54, 29]"
87437.png,60,"[6, 0]",2,136,64,"[48, 14, 91, 52]"
87438.png,335,"[3, 3, 5]",3,132,78,"[21, 16, 97, 59]"
87439.png,46,"[4, 6]",2,90,41,"[31, 7, 60, 35]"
87440.png,9,[9],1,64,34,"[25, 7, 40, 29]"
87441.png,145,"[1, 4, 5]",3,93,54,"[3, 0, 83, 54]"
87442.png,48,"[4, 8]",2,69,55,"[8, 4, 54, 45]"
87443.png,75,"[7, 5]",2,110,87,"[8, 10, 84, 77]"
87444.png,92,"[9, 2]",2,48,47,"[10, 9, 30, 33]"
87445.png,76,"[7, 6]",2,79,30,"[25, 2, 55, 26]"
87446.png,199,"[1, 9, 9]",3,138,92,"[20, 14, 109, 76]"
87447.png,31,"[3, 1]",2,58,48,"[11, 10, 42, 39]"
87448.png,280,"[2, 8, 0]",3,110,93,"[9, 10, 80, 78]"
87449.png,114,"[1, 1, 4]",3,82,46,"[15, 1, 58, 31]"
87450.png,60,"[6, 0]",2,47,43,"[5, 1, 36, 38]"
87451.png,320,"[3, 2, 0]",3,99,69,"[20, 9, 86, 61]"
87452.png,30,"[3, 0]",2,90,41,"[32, 7, 59, 35]"
87453.png,38,"[3, 8]",2,121,56,"[29, 6, 72, 55]"
87454.png,756,"[7, 5, 6]",3,180,118,"[28, 20, 138, 94]"
87455.png,126,"[1, 2, 6]",3,120,70,"[4, 8, 94, 71]"
87456.png,12,"[1, 2]",2,79,37,"[28, 7, 44, 31]"
87457.png,551,"[5, 5, 1]",3,79,54,"[3, 1, 66, 56]"
87458.png,252,"[2, 5, 2]",3,94,68,"[10, 8, 74, 59]"
87459.png,400,"[4, 0, 0]",3,133,76,"[17, 11, 96, 63]"
87460.png,44,"[4, 4]",2,85,47,"[16, 7, 51, 45]"
87461.png,37,"[3, 7]",2,56,42,"[12, 9, 36, 33]"
87462.png,16,"[1, 6]",2,33,29,"[2, 3, 29, 28]"
87463.png,214,"[2, 1, 4]",3,130,120,"[18, 10, 97, 106]"
87464.png,221,"[2, 2, 1]",3,175,76,"[21, 6, 129, 69]"
87465.png,19,"[1, 9]",2,48,62,"[12, 18, 38, 47]"
87466.png,199,"[1, 9, 9]",3,73,43,"[9, 5, 53, 38]"
87467.png,746,"[7, 4, 6]",3,79,55,"[10, 15, 61, 45]"
87468.png,26,"[2, 6]",2,87,37,"[31, 8, 52, 32]"
87469.png,1308,"[1, 3, 0, 8]",4,62,40,"[9, 6, 47, 33]"
87470.png,195,"[1, 9, 5]",3,171,106,"[28, 9, 125, 90]"
87471.png,58,"[5, 8]",2,89,66,"[12, 7, 73, 51]"
87472.png,595,"[5, 9, 5]",3,83,34,"[5, 1, 65, 33]"
87473.png,14,"[1, 4]",2,104,42,"[35, 5, 69, 39]"
87474.png,80,"[8, 0]",2,171,127,"[34, 16, 125, 102]"
87475.png,105,"[1, 0, 5]",3,194,123,"[32, 4, 147, 104]"
87476.png,130,"[1, 3, 0]",3,56,33,"[3, 3, 42, 31]"
87477.png,322,"[3, 2, 2]",3,153,77,"[11, 2, 124, 66]"
87478.png,24,"[2, 4]",2,49,30,"[10, 4, 34, 26]"
87479.png,68,"[6, 8]",2,101,85,"[26, 8, 74, 70]"
87480.png,997,"[9, 9, 7]",3,56,35,"[11, 10, 38, 27]"
87481.png,149,"[1, 4, 9]",3,263,187,"[57, 27, 177, 141]"
87482.png,18,"[1, 8]",2,91,75,"[15, 10, 63, 66]"
87483.png,49,"[4, 9]",2,134,75,"[19, 12, 91, 64]"
87484.png,447,"[4, 4, 7]",3,41,32,"[8, 9, 28, 28]"
87485.png,3,[3],1,77,35,"[38, 12, 44, 28]"
87486.png,214,"[2, 1, 4]",3,80,53,"[13, 9, 61, 46]"
87487.png,227,"[2, 2, 7]",3,119,62,"[8, 9, 79, 49]"
87488.png,454,"[4, 5, 4]",3,134,71,"[28, 17, 94, 57]"
87489.png,27,"[2, 7]",2,82,34,"[29, 10, 54, 27]"
87490.png,24,"[2, 4]",2,93,40,"[33, 4, 59, 38]"
87491.png,47,"[4, 7]",2,132,47,"[61, 6, 98, 39]"
87492.png,279,"[2, 7, 9]",3,63,48,"[9, 9, 45, 42]"
87493.png,220,"[2, 2, 0]",3,196,119,"[15, 21, 146, 96]"
87494.png,1851,"[1, 8, 5, 1]",4,136,69,"[23, 12, 88, 56]"
87495.png,48,"[4, 8]",2,60,40,"[8, 5, 43, 31]"
87496.png,53,"[5, 3]",2,132,112,"[21, 24, 95, 91]"
87497.png,38,"[3, 8]",2,56,42,"[8, 8, 30, 33]"
87498.png,31,"[3, 1]",2,68,35,"[22, 6, 45, 32]"
87499.png,75,"[7, 5]",2,113,98,"[14, 23, 83, 82]"
87500.png,46,"[4, 6]",2,84,36,"[23, 11, 51, 29]"
87501.png,457,"[4, 5, 7]",3,75,40,"[14, 1, 53, 39]"
87502.png,22,"[2, 2]",2,64,23,"[21, 5, 42, 24]"
87503.png,413,"[4, 1, 3]",3,67,42,"[12, 8, 43, 34]"
87504.png,162,"[1, 6, 2]",3,80,82,"[9, 11, 68, 73]"
87505.png,526,"[5, 2, 6]",3,86,41,"[13, 6, 69, 32]"
87506.png,130,"[1, 3, 0]",3,149,67,"[25, 12, 75, 45]"
87507.png,77,"[7, 7]",2,86,37,"[31, 5, 55, 31]"
87508.png,3,[3],1,60,23,"[31, 4, 39, 19]"
87509.png,43,"[4, 3]",2,57,23,"[16, 4, 40, 21]"
87510.png,3,"[0, 3]",2,75,54,"[13, 7, 54, 44]"
87511.png,6,[6],1,94,54,"[41, 11, 55, 45]"
87512.png,13,"[1, 3]",2,77,36,"[29, 11, 49, 28]"
87513.png,416,"[4, 1, 6]",3,189,107,"[44, 3, 131, 97]"
87514.png,20,"[2, 0]",2,79,34,"[30, 7, 48, 29]"
87515.png,703,"[7, 0, 3]",3,177,116,"[33, 1, 129, 84]"
87516.png,634,"[6, 3, 4]",3,115,64,"[13, 11, 87, 54]"
87517.png,117,"[1, 1, 7]",3,210,190,"[32, 38, 157, 161]"
87518.png,124,"[1, 2, 4]",3,64,30,"[10, 3, 43, 27]"
87519.png,921,"[9, 2, 1]",3,116,63,"[18, 3, 98, 60]"
87520.png,274,"[2, 7, 4]",3,52,37,"[5, 8, 40, 34]"
87521.png,22,"[2, 2]",2,139,63,"[51, 15, 92, 52]"
87522.png,50,"[5, 0]",2,71,51,"[9, 5, 52, 49]"
87523.png,217,"[2, 1, 7]",3,151,74,"[18, 3, 115, 66]"
87524.png,851,"[8, 5, 1]",3,96,54,"[10, 7, 64, 48]"
87525.png,41,"[4, 1]",2,43,26,"[7, 2, 30, 25]"
87526.png,332,"[3, 3, 2]",3,88,51,"[5, 5, 71, 52]"
87527.png,611,"[6, 1, 1]",3,119,66,"[24, 3, 77, 58]"
87528.png,20,"[2, 0]",2,226,160,"[16, 23, 173, 146]"
87529.png,339,"[3, 3, 9]",3,112,62,"[15, 8, 104, 59]"
87530.png,320,"[3, 2, 0]",3,89,70,"[12, 2, 75, 64]"
87531.png,667,"[6, 6, 7]",3,69,34,"[7, 2, 47, 35]"
87532.png,791,"[7, 9, 1]",3,87,34,"[20, 2, 68, 34]"
87533.png,899,"[8, 9, 9]",3,85,51,"[12, 11, 65, 42]"
87534.png,368,"[3, 6, 8]",3,66,43,"[8, 11, 45, 33]"
87535.png,473,"[4, 7, 3]",3,87,87,"[8, 2, 65, 82]"
87536.png,18,"[1, 8]",2,256,57,"[116, 12, 148, 38]"
87537.png,857,"[8, 5, 7]",3,149,86,"[14, 11, 91, 77]"
87538.png,954,"[9, 5, 4]",3,71,46,"[9, 8, 55, 37]"
87539.png,13,"[1, 3]",2,121,114,"[17, 6, 100, 91]"
87540.png,110,"[1, 1, 0]",3,59,61,"[10, 15, 44, 46]"
87541.png,536,"[5, 3, 6]",3,119,65,"[22, 12, 79, 52]"
87542.png,445,"[4, 4, 5]",3,56,36,"[7, 9, 42, 30]"
87543.png,33,"[3, 3]",2,90,41,"[28, 6, 56, 36]"
87544.png,40,"[4, 0]",2,79,34,"[21, 4, 49, 28]"
87545.png,58,"[5, 8]",2,120,51,"[40, 11, 81, 40]"
87546.png,22,"[2, 2]",2,59,27,"[16, 1, 43, 26]"
87547.png,125,"[1, 2, 5]",3,125,86,"[12, 9, 92, 75]"
87548.png,223,"[2, 2, 3]",3,63,34,"[10, 6, 49, 29]"
87549.png,758,"[7, 5, 8]",3,122,83,"[20, 14, 82, 68]"
87550.png,225,"[2, 2, 5]",3,194,90,"[25, 2, 148, 78]"
87551.png,97,"[9, 7]",2,72,47,"[10, 6, 53, 47]"
87552.png,874,"[8, 7, 4]",3,176,125,"[19, 9, 121, 113]"
87553.png,1181,"[1, 1, 8, 1]",4,150,111,"[35, 31, 99, 69]"
87554.png,352,"[3, 5, 2]",3,104,72,"[18, 9, 76, 65]"
87555.png,57,"[5, 7]",2,52,21,"[14, 2, 40, 19]"
87556.png,340,"[3, 4, 0]",3,174,77,"[17, 12, 126, 63]"
87557.png,117,"[1, 1, 7]",3,86,40,"[30, 8, 57, 32]"
87558.png,9,[9],1,53,68,"[11, 6, 42, 63]"
87559.png,23,"[2, 3]",2,165,152,"[4, 14, 134, 125]"
87560.png,41,"[4, 1]",2,121,145,"[24, 25, 82, 114]"
87561.png,285,"[2, 8, 5]",3,67,37,"[4, 10, 31, 25]"
87562.png,634,"[6, 3, 4]",3,119,77,"[21, 12, 86, 62]"
87563.png,20,"[2, 0]",2,100,41,"[36, 9, 65, 32]"
87564.png,238,"[2, 3, 8]",3,63,48,"[11, 12, 46, 35]"
87565.png,4912,"[4, 9, 1, 2]",4,68,40,"[6, 3, 54, 37]"
87566.png,754,"[7, 5, 4]",3,73,42,"[9, 7, 54, 35]"
87567.png,1,[1],1,62,35,"[9, 10, 20, 33]"
87568.png,386,"[3, 8, 6]",3,69,49,"[10, 11, 54, 46]"
87569.png,17,"[1, 7]",2,147,210,"[30, 16, 144, 197]"
87570.png,140,"[1, 4, 0]",3,62,33,"[6, 3, 51, 31]"
87571.png,239,"[2, 3, 9]",3,183,120,"[14, 18, 145, 113]"
87572.png,258,"[2, 5, 8]",3,96,55,"[15, 2, 64, 48]"
87573.png,50,"[5, 0]",2,84,42,"[27, 6, 57, 38]"
87574.png,157,"[1, 5, 7]",3,111,55,"[18, 0, 74, 43]"
87575.png,834,"[8, 3, 4]",3,123,75,"[14, 2, 91, 63]"
87576.png,44,"[4, 4]",2,64,22,"[22, 2, 46, 20]"
87577.png,232,"[2, 3, 2]",3,83,49,"[11, 6, 64, 42]"
87578.png,40,"[4, 0]",2,76,66,"[13, 9, 58, 51]"
87579.png,100,"[1, 0, 0]",3,128,86,"[19, 17, 102, 65]"
87580.png,376,"[3, 7, 6]",3,97,63,"[19, 14, 62, 49]"
87581.png,165,"[1, 6, 5]",3,176,54,"[45, 12, 130, 43]"
87582.png,52,"[5, 2]",2,64,55,"[8, 12, 46, 44]"
87583.png,304,"[3, 0, 4]",3,171,111,"[18, 23, 121, 89]"
87584.png,73,"[7, 3]",2,61,49,"[9, 9, 46, 44]"
87585.png,355,"[3, 5, 5]",3,50,31,"[6, 1, 41, 29]"
87586.png,19,"[1, 9]",2,66,27,"[26, 6, 43, 25]"
87587.png,71,"[7, 1]",2,86,40,"[33, 7, 54, 36]"
87588.png,301,"[3, 0, 1]",3,98,61,"[12, 6, 74, 55]"
87589.png,102,"[1, 0, 2]",3,126,50,"[40, 4, 83, 44]"
87590.png,33,"[3, 3]",2,44,28,"[8, 5, 28, 27]"
87591.png,114,"[1, 1, 4]",3,141,63,"[50, 13, 89, 51]"
87592.png,91,"[9, 1]",2,55,47,"[13, 12, 35, 37]"
87593.png,6,[6],1,75,41,"[30, 4, 45, 34]"
87594.png,250,"[2, 5, 0]",3,93,77,"[14, 22, 66, 57]"
87595.png,176,"[1, 7, 6]",3,111,57,"[12, 6, 85, 48]"
87596.png,102,"[1, 0, 2]",3,136,97,"[28, 12, 94, 88]"
87597.png,261,"[2, 6, 1]",3,52,40,"[7, 8, 39, 33]"
87598.png,25,"[2, 5]",2,117,55,"[37, 4, 75, 53]"
87599.png,199,"[1, 9, 9]",3,200,55,"[41, 19, 81, 46]"
87600.png,729,"[7, 2, 9]",3,85,69,"[6, 10, 68, 60]"
87601.png,110,"[1, 1, 0]",3,104,66,"[14, 5, 78, 58]"
87602.png,246,"[2, 4, 6]",3,61,51,"[10, 8, 41, 42]"
87603.png,108,"[1, 0, 8]",3,224,109,"[29, 2, 139, 92]"
87604.png,274,"[2, 7, 4]",3,62,36,"[4, 1, 56, 32]"
87605.png,47,"[4, 7]",2,68,36,"[16, 5, 40, 34]"
87606.png,140,"[1, 4, 0]",3,140,78,"[28, 15, 98, 52]"
87607.png,57,"[5, 7]",2,497,216,"[167, 33, 344, 175]"
87608.png,73,"[7, 3]",2,48,40,"[8, 4, 37, 37]"
87609.png,1201,"[1, 2, 0, 1]",4,56,29,"[2, 1, 46, 29]"
87610.png,30,"[3, 0]",2,35,27,"[4, 2, 27, 27]"
87611.png,26,"[2, 6]",2,64,33,"[3, 1, 58, 29]"
87612.png,126,"[1, 2, 6]",3,107,55,"[11, 12, 83, 46]"
87613.png,23,"[2, 3]",2,137,54,"[53, 1, 115, 50]"
87614.png,218,"[2, 1, 8]",3,315,206,"[22, 15, 226, 195]"
87615.png,590,"[5, 9, 0]",3,58,35,"[2, 4, 49, 30]"
87616.png,77,"[7, 7]",2,48,26,"[6, 1, 39, 21]"
87617.png,1943,"[1, 9, 4, 3]",4,100,42,"[9, 4, 71, 36]"
87618.png,363,"[3, 6, 3]",3,61,43,"[10, 9, 47, 34]"
87619.png,174,"[1, 7, 4]",3,38,21,"[3, 1, 28, 19]"
87620.png,401,"[4, 0, 1]",3,81,30,"[19, 6, 64, 29]"
87621.png,130,"[1, 3, 0]",3,60,39,"[3, 2, 39, 38]"
87622.png,457,"[4, 5, 7]",3,37,22,"[3, 1, 29, 22]"
87623.png,355,"[3, 5, 5]",3,63,70,"[10, 14, 48, 54]"
87624.png,210,"[2, 1, 0]",3,78,64,"[12, 11, 51, 45]"
87625.png,82,"[8, 2]",2,85,56,"[11, 9, 63, 49]"
87626.png,423,"[4, 2, 3]",3,162,96,"[33, 25, 101, 62]"
87627.png,248,"[2, 4, 8]",3,68,56,"[12, 11, 49, 45]"
87628.png,148,"[1, 4, 8]",3,129,70,"[16, 15, 95, 56]"
87629.png,161,"[1, 6, 1]",3,72,43,"[5, 2, 52, 41]"
87630.png,22,"[2, 2]",2,55,23,"[17, 4, 39, 21]"
87631.png,248,"[2, 4, 8]",3,47,36,"[6, 5, 39, 33]"
87632.png,2603,"[2, 6, 0, 3]",4,102,58,"[8, 8, 78, 44]"
87633.png,49,"[4, 9]",2,61,56,"[16, 9, 39, 39]"
87634.png,25,"[2, 5]",2,172,82,"[68, 23, 106, 61]"
87635.png,173,"[1, 7, 3]",3,138,55,"[47, 8, 96, 46]"
87636.png,142,"[1, 4, 2]",3,38,21,"[2, 1, 30, 21]"
87637.png,23,"[2, 3]",2,71,37,"[13, 6, 41, 29]"
87638.png,200,"[2, 0, 0]",3,175,138,"[28, 32, 122, 116]"
87639.png,402,"[4, 0, 2]",3,111,65,"[9, 1, 86, 55]"
87640.png,139,"[1, 3, 9]",3,100,47,"[9, 8, 73, 39]"
87641.png,38,"[3, 8]",2,92,77,"[19, 10, 67, 61]"
87642.png,517,"[5, 1, 7]",3,38,29,"[5, 2, 30, 25]"
